"delivery_id","order_id","driver_id","hub_id","delivery_status","route_distance_km","manual_route_override_count","customer_rating_post_delivery","fuel_or_charge_cost","service_type","order_value","pickup_zone","dropoff_zone","priority_level","booking_channel","promised_window_hours"
"DL00681","O01197","D046","H01","Delayed",13.28,0,1.97,18.74,"Retail",63.08,"Ctr","AIRPORT","Medium","App",24
"DL00682","O00264","D039","H08","OnTime",11.86,0,5,14.2,"Business",113.96,"EAST","AIRPORT","Medium","App",6
"DL00683","O00560","D102","H03","Delayed",21.04,0,2.52,19.01,"Passenger",62.52,"RiverSide","EAST","Medium","Web",6
"DL00684","O00986","D026","H08","Delayed",12.6,1,3.71,10.36,"Parcel",111.61,"South","South","Medium","Phone",24
"DL00685","O00113","D002","H03","Failed",10.66,1,2.68,10.8,"Business",113.54,"EAST","north","High","App",2
"DL00686","O00523","D083","H08","OnTime",24.04,3,5,12.99,"Medical",82.31,"AIRPORT","Airport","Low","Web",6
"DL00687","O00328","D168","H06","OnTime",16.38,2,5,15.23,"Business",37.78,"East","South","Medium","App",2
"DL00688","O00385","D117","H03","OnTime",17.58,0,4.16,13.79,"Passenger",226.69,"Riverside","RiverSide","Medium","Phone",4
"DL00689","O00165","D087","H07","OnTime",16.14,1,4.14,18.83,"Retail",122.59,"NORTH","Central","Low","App",24
"DL00690","O00129","D167","H01","Failed",17.64,0,2.59,15.08,"Retail",63.08,"Central","north","High","Phone",12
"DL00691","O00022","D055","H01","Delayed",4.45,0,4.36,13.49,"Retail",134.88,"RiverSide","CENTRAL","Medium","Phone",12
"DL00692","O00176","D093","H07","OnTime",14.91,0,3.65,16.9,"Retail",14.76,"CENTRAL","Ctr","Medium","Phone",4
"DL00693","O00154","D137","H03","Delayed",13.63,0,2.62,11.31,"Business",105.88,"North","Airport","Low","Web",12
"DL00694","O00457","D087","H05","Failed",14.66,0,1.68,13.68,"Parcel",123.49,"EAST","EAST","Medium","App",12
"DL00695","O00195","D017","H06","Delayed",18.13,1,3.49,16.69,"Retail",18.03,"Ctr","East","Medium","App",12
"DL00696","O01210","D016","H07","OnTime",4.73,2,3.18,11.48,"Medical",198.15,"Riverside","RiverSide","Medium","App",2
"DL00697","O00117","D010","H06","OnTime",13.19,1,5,10.04,"Passenger",87.81,"EAST","SOUTH","Medium","Phone",12
"DL00698","O00882","D101","H07","Failed",10.97,0,3.6,15.95,"Parcel",141.57,"Ctr","CENTRAL","High","Phone",2
"DL00699","O00388","D133","H02","OnTime",13.59,1,4.11,13.94,"Retail",66.17,"NORTH","Riverside","High","App",4
"DL00700","O00027","D099","H06","OnTime",8.6,1,5,9.3,"Parcel",96.62,"Riverside","north","Medium","App",4
"DL00701","O00440","D077","H08","Failed",12.65,0,5,10.83,"Passenger",56.81,"EAST","East","High","App",12
"DL00702","O00143","D104","H06","OnTime",18.33,2,4.86,10.36,"Passenger",69.38,"Ctr","CENTRAL","Medium","App",24
"DL00703","O01098","D136","H06","Delayed",11.16,1,2.82,12.56,"Retail",17.79,"North","Riverside","Low","Web",2
"DL00704","O01009","D058","H08","OnTime",1.84,0,4.35,5.9,"Passenger",167.86,"EAST","Riverside","Medium","Web",4
"DL00705","O00084","D010","H03","Failed",15.18,2,4.04,12.68,"Passenger",157.73,"West","North","High","Phone",4
"DL00706","O00625","D164","H08","OnTime",15.14,0,4.37,11.27,"Business",77.48,"West","SOUTH","Medium","Phone",24
"DL00707","O00514","D022","H02","OnTime",9.89,1,4.15,16.04,"Passenger",126.79,"EAST","CENTRAL","Low","Phone",2
"DL00708","O00323","D089","H07","OnTime",7.15,1,4.49,3.79,"Retail",22.09,"South","north","Low","Phone",4
"DL00709","O00580","D125","H02","Delayed",14.43,1,4.39,8.47,"Retail",78.71,"WEST","Riverside","Critical","App",1
"DL00710","O00262","D116","H06","OnTime",1.39,2,4.12,12.47,"Passenger",151.47,"CENTRAL","Central","High","Phone",6
"DL00711","O00484","D028","H08","OnTime",16.19,3,3.77,8.83,"Parcel",134.61,"EAST","RiverSide","Critical","App",24
"DL00712","O01056","D134","H07","Delayed",11.83,1,4.95,3.1,"Retail",111.26,"EAST","AIRPORT","Medium","Phone",4
"DL00713","O00728","D044","H03","OnTime",21.4,0,4.63,26.99,"Parcel",50.95,"South","RiverSide","Low","App",24
"DL00714","O00078","D140","H04","OnTime",10.21,0,4.53,20.77,"Parcel",94.04,"WEST","Riverside","Medium","App",6
"DL00715","O00621","D148","H02","Delayed",37.21,2,4.05,18.77,"Parcel",103.8,"Airport","Airport","Medium","App",12
"DL00716","O00221","D158","H08","OnTime",3.43,1,3.66,8.24,"Parcel",16.07,"SOUTH","Airport","Medium","Phone",12
"DL00717","O00530","D106","H01","Delayed",28.07,3,4.26,17.52,"Medical",45.66,"Airport","NORTH","Low","App",4
"DL00718","O00945","D067","H01","Delayed",9.2,0,2.3,15.84,"Retail",155.97,"North","north","Medium","App",6
"DL00719","O00138","D124","H08","Delayed",16.1,1,3.88,18.38,"Business",99.38,"South","AIRPORT","Medium","Phone",2
"DL00720","O01179","D097","H06","Delayed",9.37,1,3,9.84,"Passenger",64.87,"RiverSide","CENTRAL","High","App",6
"DL00721","O00742","D086","H04","Delayed",29.21,1,3.51,23.07,"Passenger",45.26,"Airport","West","Critical","App",12
"DL00722","O00289","D097","H04","OnTime",16.76,0,4.24,19.9,"Parcel",20.53,"north","East","High","App",24
"DL00723","O00477","D050","H03","Delayed",6.67,2,3.25,17.41,"Passenger",189.25,"West","CENTRAL","Medium","Phone",2
"DL00724","O00024","D003","H01","OnTime",17.9,0,4.76,14.39,"Passenger",132.2,"South","Riverside","High","App",6
"DL00725","O01115","D140","H06","Failed",13.65,1,2.1,12.34,"Business",63.15,"West","Ctr","Medium","Web",1
"DL00726","O00085","D045","H03","OnTime",14.37,0,5,2.5,"Passenger",23.13,"north","Riverside","Low","App",4
"DL00727","O00520","D164","H08","Delayed",5.25,0,3.43,3.23,"Passenger",36.42,"Central","AIRPORT","Low","App",2
"DL00728","O00951","D128","H01","Delayed",11.96,0,4.54,8.65,"Passenger",208.66,"East","AIRPORT","Low","Phone",6
"DL00729","O00638","D004","H04","OnTime",5.33,1,4.2,9.65,"Passenger",54.63,"West","WEST","Medium","App",6
"DL00730","O00191","D170","H05","OnTime",8.68,1,4.06,5.48,"Parcel",151.09,"CENTRAL","north","Medium","Phone",12
"DL00731","O00386","D158","H05","Failed",18.68,3,3.05,12.76,"Medical",95.67,"CENTRAL","Ctr","Medium","Web",6
"DL00732","O00748","D024","H01","Failed",11.16,1,3.55,15.34,"Parcel",41.63,"WEST","South","Low","API",24
"DL00733","O00252","D009","H03","OnTime",21.06,0,3.48,18.64,"Parcel",66.88,"EAST","north","Low","Phone",1
"DL00734","O00317","D106","H02","OnTime",12.54,0,3.99,12.79,"Passenger",236.09,"RiverSide","WEST","High","App",6
"DL00735","O00190","D150","H01","OnTime",13.27,0,3.68,10.58,"Parcel",31.72,"South","north","Medium","Phone",1
"DL00736","O00732","D123","H02","Failed",13.5,0,2.19,13.81,"Passenger",165.97,"East","Central","Medium","Phone",4
"DL00737","O00247","D146","H01","OnTime",15.68,1,4.03,10.54,"Parcel",124.3,"East","South","High","App",4
"DL00738","O01163","D071","H06","Delayed",7.16,0,3.63,8.91,"Parcel",13.49,"North","EAST","Low","App",4
"DL00739","O00644","D087","H08","Delayed",7.6,1,3.28,15.7,"Business",6.28,"EAST","Airport","High","App",6
"DL00740","O00889","D029","H02","OnTime",15.64,0,3.98,11.85,"Retail",40.25,"West","WEST","Critical","App",4
"DL00741","O00689","D113","H01","Delayed",15.66,1,1.65,8.71,"Passenger",6.04,"Riverside","RiverSide","Medium","App",4
"DL00742","O00326","D056","H06","Delayed",13.55,0,2.51,15.1,"Passenger",242.48,"WEST","WEST","Medium","Web",12
"DL00743","O00171","D158","H03","OnTime",33.77,0,5,13.64,"Parcel",63.41,"Airport","AIRPORT","Critical","App",1
"DL00744","O00899","D052","H06","Delayed",25.36,5,1.64,13.11,"Passenger",184.27,"Airport","Riverside","Critical","Web",6
"DL00745","O00333","D092","H07","Failed",11.35,0,4.29,13.37,"Medical",71.97,"EAST","Central","Medium","App",6
"DL00746","O00431","D002","H02","OnTime",14.4,1,3.32,11.96,"Retail",24.45,"South","RiverSide","Medium","App",4
"DL00747","O00482","D008","H08","OnTime",15.25,1,4.27,12.88,"Retail",114.62,"East","West","Medium","Phone",6
"DL00748","O00741","D156","H04","Delayed",32.74,1,NA,16.92,"Retail",72.44,"AIRPORT","NORTH","Low","App",6
"DL00749","O01036","D026","H06","OnTime",13.64,1,4.27,10.07,"Medical",66.82,"CENTRAL","NORTH","Low","App",4
"DL00750","O00976","D156","H08","Delayed",13.29,0,2.64,10.65,"Medical",40.78,"CENTRAL","East","High","Phone",24
"DL00751","O00234","D136","H01","OnTime",13.68,0,5,8.76,"Parcel",42.01,"South","RiverSide","Low","Web",6
"DL00752","O00020","D069","H01","OnTime",12.27,1,4.33,8.63,"Retail",100.78,"West","AIRPORT","Medium","App",2
"DL00753","O01139","D163","H04","OnTime",17.13,1,4.6,16.29,"Medical",87.44,"EAST","EAST","Medium","App",6
"DL00754","O00605","D027","H03","OnTime",1.2,1,4.18,7.11,"Medical",47.71,"Riverside","AIRPORT","Low","Web",1
"DL00755","O01073","D084","H08","Delayed",21.74,1,2.22,13.13,"Passenger",34.23,"Central","Airport","Medium","App",6
"DL00756","O00112","D130","H07","OnTime",13.07,3,3.11,16.72,"Passenger",86.44,"CENTRAL","West","Medium","App",2
"DL00757","O00074","D135","H06","Delayed",12.69,1,5,6.5,"Parcel",20.6,"Riverside","Riverside","Critical","App",6
"DL00758","O01126","D085","H07","Delayed",21.98,4,2.72,17.1,"Parcel",15.01,"SOUTH","Central","Medium","Web",4
"DL00759","O01240","D012","H08","OnTime",6.57,0,4.47,11.36,"Passenger",178.86,"East","East","High","Phone",2
"DL00760","O00226","D081","H04","OnTime",12.22,0,4.2,14.58,"Parcel",63.79,"EAST","north","Medium","App",24
"DL00761","O00810","D134","H04","OnTime",1.2,1,3.48,3.76,"Parcel",129.12,"North","SOUTH","High","App",12
"DL00762","O00864","D133","H03","OnTime",34.77,1,3.95,18.48,"Business",45.78,"Airport","Central","Low","Phone",4
"DL00763","O00837","D110","H02","Failed",16.1,0,3.96,13.38,"Parcel",35.47,"EAST","WEST","Low","App",24
"DL00764","O01187","D049","H07","Delayed",14.53,0,2.42,10.58,"Medical",53.13,"NORTH","AIRPORT","Low","App",1
"DL00765","O00043","D126","H06","OnTime",16.23,1,4.81,15.76,"Retail",48.59,"EAST","RiverSide","Medium","API",12
"DL00766","O00371","D082","H07","Failed",10.55,0,2.58,13.84,"Business",73.83,"north","North","Medium","Web",4
"DL00767","O00948","D096","H02","Delayed",5.39,2,3.98,3.62,"Business",60.77,"NORTH","West","Low","App",6
"DL00768","O00800","D086","H04","Delayed",14.84,0,1.74,20.01,"Medical",102.47,"South","NORTH","Medium","Phone",6
"DL00769","O00957","D038","H03","OnTime",10.69,0,3.73,8.08,"Passenger",12.91,"north","north","Critical","App",1
"DL00770","O00217","D091","H08","OnTime",29.87,1,4.21,17.68,"Retail",40.42,"Airport","Airport","Medium","Phone",24
"DL00771","O00257","D003","H01","OnTime",11.52,2,4.78,14.84,"Passenger",87.95,"South","north","Critical","Phone",6
"DL00772","O01108","D135","H07","OnTime",15.77,0,4.48,12.1,"Parcel",164.37,"NORTH","Central","Critical","Web",4
"DL00773","O00080","D101","H03","OnTime",19.65,0,3.41,11.72,"Parcel",135.71,"SOUTH","SOUTH","Medium","App",4
"DL00774","O01180","D049","H02","Delayed",26.83,1,4.21,12.3,"Passenger",109.31,"Airport","CENTRAL","High","Web",2
"DL00775","O00153","D109","H05","Delayed",3.69,0,2.36,14.94,"Parcel",33.01,"NORTH","Airport","Low","Web",24
"DL00776","O00383","D036","H02","OnTime",15.59,0,4.41,14.25,"Retail",109.08,"WEST","East","Critical","App",4
"DL00777","O00316","D064","H05","OnTime",13.91,0,3.58,13.71,"Medical",53.63,"West","WEST","Low","App",6
"DL00778","O00965","D143","H08","Failed",18.34,3,2.96,12.7,"Passenger",76.97,"EAST","North","Low","Web",6
"DL00779","O01146","D127","H08","OnTime",6.04,1,4.27,15.07,"Business",61.63,"South","EAST","High","Phone",6
"DL00780","O01202","D155","H01","OnTime",12.72,0,3.64,15.59,"Retail",65.73,"East","North","Medium","Phone",6
"DL00781","O00871","D082","H02","Failed",11.59,0,4.6,17.88,"Parcel",46.35,"RiverSide","north","High","Phone",6
"DL00782","O00602","D019","H07","Delayed",16.3,0,3.47,13.54,"Passenger",127.09,"Ctr","Airport","Medium","Web",6
"DL00783","O00380","D099","H07","Failed",8.95,2,1.67,16.86,"Passenger",95.96,"NORTH","North","Low","App",6
"DL00784","O00073","D095","H05","Delayed",5.24,0,2.29,13.26,"Passenger",30.82,"Ctr","South","High","App",4
"DL00785","O00726","D099","H01","OnTime",18.6,1,4.22,17.03,"Retail",59.57,"Airport","Airport","Medium","Web",4
"DL00786","O00232","D083","H06","OnTime",15.42,0,5,14.69,"Retail",122.94,"RiverSide","Central","Medium","API",6
"DL00787","O00102","D159","H06","OnTime",11.22,3,4.01,9.72,"Passenger",146.42,"CENTRAL","north","High","App",2
"DL00788","O00927","D108","H05","Failed",10.39,0,4.32,19.57,"Medical",76.32,"north","West","Medium","App",6
"DL00789","O00536","D103","H06","Failed",15.28,3,3.03,11.56,"Medical",204.12,"West","Central","Low","Web",12
"DL00790","O00628","D170","H08","Delayed",12.25,0,3.68,5.21,"Passenger",52.85,"RiverSide","north","Medium","App",12
"DL00791","O01047","D085","H01","OnTime",21.48,1,4.67,22.23,"Parcel",32.59,"West","RiverSide","High","Phone",4
"DL00792","O00033","D106","H08","Failed",14.69,1,3.2,16.8,"Retail",36.7,"NORTH","East","Low","Phone",6
"DL00793","O00095","D119","H03","OnTime",17.36,2,4.7,14.29,"Medical",103.06,"SOUTH","NORTH","Low","App",24
"DL00794","O00265","D052","H04","Delayed",12.37,1,1.76,17.61,"Parcel",20.51,"RiverSide","South","Medium","App",4
"DL00795","O00151","D068","H05","OnTime",2.99,0,4.03,9.67,"Retail",179.57,"WEST","EAST","Medium","Web",4
"DL00796","O00860","D139","H05","OnTime",19.21,2,4.08,14.76,"Medical",292.33,"EAST","SOUTH","Medium","App",2
"DL00797","O00894","D138","H01","Delayed",11.19,1,3.85,5.56,"Parcel",114.94,"EAST","AIRPORT","Low","Web",2
"DL00798","O00850","D046","H07","OnTime",12.93,2,4.63,14.15,"Parcel",24.48,"West","East","High","App",6
"DL00799","O01233","D125","H04","OnTime",11.72,1,4.41,9.63,"Retail",51.7,"West","South","High","Phone",4
"DL00800","O01147","D001","H02","Delayed",10.59,1,3.41,13.12,"Retail",149.49,"SOUTH","South","Low","App",2
"DL00801","O00463","D151","H07","OnTime",12.81,0,3.78,18.21,"Medical",96.83,"East","CENTRAL","Low","App",2
"DL00802","O00691","D092","H08","OnTime",11.27,0,3.79,9.97,"Retail",231.13,"NORTH","EAST","High","App",12
"DL00803","O00368","D080","H05","OnTime",13.02,3,3.98,12.99,"Business",89.38,"Central","north","High","App",4
"DL00804","O00015","D052","H03","OnTime",9.3,1,3.94,9.13,"Business",145.58,"SOUTH","East","High","Web",6
"DL00805","O00215","D033","H07","OnTime",16.4,2,4.73,9.99,"Business",84.03,"West","West","Medium","Phone",1
"DL00806","O00128","D117","H07","Delayed",40.11,2,2.68,24.27,"Medical",136.66,"Airport","Airport","Medium","App",24
"DL00807","O00089","D103","H05","Failed",1.2,2,2.8,8.46,"Medical",52.58,"South","North","High","Web",6
"DL00808","O00993","D055","H04","OnTime",10.76,1,4.77,9.73,"Passenger",51.85,"EAST","north","High","Phone",24
"DL00809","O01071","D043","H05","Delayed",13.21,1,4.41,16.54,"Retail",97.8,"South","EAST","Medium","App",12
"DL00810","O00116","D120","H08","OnTime",15.23,0,5,11.22,"Passenger",56.59,"NORTH","Airport","Low","API",4
"DL00811","O00404","D160","H01","OnTime",8.18,0,3.16,10.81,"Passenger",213.39,"South","Airport","Medium","Phone",1
"DL00812","O01016","D073","H02","OnTime",23.74,4,5,11.75,"Retail",76.82,"Airport","SOUTH","High",NA,6
"DL00813","O00869","D144","H01","OnTime",14.17,0,3.56,13.63,"Parcel",59.8,"CENTRAL","Riverside","Medium","App",4
"DL00814","O00471","D123","H04","OnTime",8.94,0,3.81,12.08,"Passenger",69.38,"East","AIRPORT","Medium","Web",6
"DL00815","O00771","D134","H03","Delayed",13.86,0,2.94,18.01,"Passenger",32.94,"East","West","High","App",6
"DL00816","O00857","D017","H05","OnTime",1.2,1,3.44,13.41,"Retail",140.14,"Ctr","WEST","High","App",1
"DL00817","O00356","D097","H01","OnTime",10.07,0,3.25,17.74,"Medical",64.6,"RiverSide","AIRPORT","Medium","App",4
"DL00818","O01000","D035","H07","OnTime",35.25,1,5,23.18,"Retail",59.9,"AIRPORT","WEST","Medium","API",6
"DL00819","O00892","D142","H03","Delayed",32.56,2,NA,17.18,"Passenger",326.38,"AIRPORT","Airport","Medium","Web",2
"DL00820","O01192","D069","H05","Delayed",30.97,2,3.07,21.48,"Business",79.83,"Airport","Ctr","Medium","Web",2
"DL00821","O00424","D074","H07","OnTime",1.9,4,3.85,9.03,"Business",43.18,"Riverside","WEST","Medium","App",12
"DL00822","O00109","D084","H03","OnTime",6.47,1,3.13,12.84,"Medical",9.68,"WEST","EAST","Medium","App",4
"DL00823","O00655","D104","H08","Failed",9.55,1,1.91,8.94,"Passenger",52.51,"South","EAST","Low","Phone",4
"DL00824","O00369","D036","H02","Failed",10.19,2,4.45,7.81,"Business",70.75,"Ctr","Riverside","Medium","Phone",6
"DL00825","O01004","D147","H05","Failed",11.9,0,2.26,21.03,"Retail",98.19,"Central","Airport","High","Web",2
"DL00826","O01087","D089","H01","OnTime",24.56,1,3.83,14.2,"Parcel",116.34,"Airport","WEST","Low","Web",1
"DL00827","O00079","D065","H01","OnTime",16.9,2,4.87,11.29,"Parcel",48.85,"WEST","AIRPORT","Medium","App",2
"DL00828","O00879","D119","H07","OnTime",8.27,0,4.79,14.23,"Medical",123.72,"SOUTH","West","Low","App",4
"DL00829","O00426","D101","H03","OnTime",7.91,2,3.83,6.45,"Business",82,"RiverSide","RiverSide","Low","Web",2
"DL00830","O01114","D164","H01","OnTime",11.1,2,4.33,10.17,"Passenger",94.52,"Riverside","East","Medium","App",1
"DL00831","O00023","D133","H08","Failed",15.56,0,2.38,10.87,"Passenger",122.25,"north","north","Medium","App",4
"DL00832","O01143","D083","H06","Failed",18.52,0,4.27,13.94,"Retail",217.11,"RiverSide","East","Low","Phone",2
"DL00833","O00712","D169","H04","OnTime",16.28,0,4.22,17.55,"Passenger",105.64,"North","WEST","High","Phone",2
"DL00834","O01165","D022","H02","OnTime",15.51,2,4.58,9.85,"Passenger",118.02,"EAST","WEST","Low","Phone",6
"DL00835","O00188","D096","H05","Delayed",13.48,1,2.68,14.25,"Passenger",138.45,"Riverside","Ctr","Medium","App",4
"DL00836","O00206","D095","H01","Failed",6.64,1,2.74,9.53,"Parcel",20.86,"SOUTH","EAST","Low","App",4
"DL00837","O01092","D052","H03","OnTime",5.31,0,3.76,9.42,"Passenger",97.48,"north","EAST","Low","Web",6
"DL00838","O00909","D117","H03","Failed",14.62,1,2.31,20.66,"Business",117.13,"north","EAST","High","App",12
"DL00839","O00566","D078","H03","Failed",7.89,2,1.65,11.74,"Parcel",97.68,"Ctr","Central","Medium","Phone",6
"DL00840","O01162","D102","H04","OnTime",7.84,0,4.18,13.23,"Passenger",89.31,"RiverSide","EAST","Medium","API",2
"DL00841","O00733","D006","H02","OnTime",15.77,1,3.39,11.44,"Passenger",161.44,"AIRPORT","West","Medium","Phone",6
"DL00842","O00405","D102","H07","OnTime",5.55,1,3.88,8.89,"Business",142.88,"Ctr","RiverSide","Critical","App",6
"DL00843","O00804","D138","H05","OnTime",17.19,1,4.66,12.85,"Parcel",278.77,"CENTRAL","Riverside","Medium","Phone",24
"DL00844","O00991","D168","H03","OnTime",10.66,1,4.63,20.41,"Business",61.06,"East","Ctr","High","App",4
"DL00845","O01218","D162","H05","OnTime",32.79,2,4.64,13.5,"Retail",101.68,"AIRPORT","north","Medium","Phone",4
"DL00846","O01118","D038","H03","OnTime",17.64,0,4.01,17.89,"Passenger",65.93,"WEST","WEST","High","App",4
"DL00847","O00134","D154","H07","OnTime",1.46,0,4.09,7.98,"Parcel",23.34,"South","West","Critical","App",4
"DL00848","O00633","D080","H08","OnTime",20.03,3,3.93,10.97,"Passenger",79.57,"Airport","Central","Low","App",2
"DL00849","O00169","D160","H08","OnTime",8.52,2,4.31,13.73,"Retail",84.09,"East","North","Medium","App",4
"DL00850","O00444","D060","H05","OnTime",4.26,4,4.32,8.71,"Retail",23.99,"WEST","AIRPORT","Medium","Phone",4
"DL00851","O01022","D141","H04","Delayed",2.38,0,3.21,3.58,"Retail",43.98,"East","SOUTH","Medium","Web",24
"DL00852","O00974","D013","H03","OnTime",15.52,1,4.65,18.68,"Retail",74.02,"EAST","RiverSide","Medium","App",4
"DL00853","O00178","D073","H01","OnTime",12.77,3,4.19,15.35,"Medical",55.9,"EAST","South","Low","App",4
"DL00854","O00954","D099","H04","Delayed",7.05,0,3.2,11.41,"Passenger",62.7,"South","South","Critical","Web",4
"DL00855","O00409","D154","H08","Delayed",7.29,0,3.36,13.69,"Passenger",38.48,"South","NORTH","Medium","App",6
"DL00856","O00223","D087","H03","OnTime",4.19,3,3.82,7.91,"Retail",178.85,"Ctr","AIRPORT","High","Web",4
"DL00857","O00292","D050","H05","Delayed",11.07,2,2.72,10.06,"Parcel",59.59,"Ctr","West","Medium","App",12
"DL00858","O01075","D099","H08","OnTime",9.72,1,4.34,16.21,"Passenger",181.2,"East","AIRPORT","High","App",2
"DL00859","O00512","D164","H05","Delayed",24.2,0,5,13.25,"Parcel",10.74,"NORTH","Central","Critical","App",4
"DL00860","O00280","D026","H07","OnTime",10.9,0,4.76,14.97,"Passenger",151.49,"EAST","AIRPORT","Critical","App",12
"DL00861","O00381","D056","H05","OnTime",18.99,0,4.91,16.77,"Parcel",67.67,"EAST","WEST","Low","Web",24
"DL00862","O00031","D165","H01","Failed",8.4,1,1.41,9.28,"Passenger",55.14,"EAST","AIRPORT","Medium","App",24
"DL00863","O00597","D044","H01","OnTime",16.47,2,3.51,14.48,"Parcel",169.18,"NORTH","north","High","App",6
"DL00864","O00818","D135","H06","OnTime",11.68,0,3.14,18.27,"Business",82.82,"RiverSide","North","Medium","Web",1
"DL00865","O00338","D148","H01","OnTime",7.72,0,3.6,16.7,"Passenger",38.31,"RiverSide","Riverside","Medium","App",6
"DL00866","O00969","D096","H02","OnTime",5.1,0,5,15.22,"Parcel",36.75,"NORTH","Riverside","High","Phone",2
"DL00867","O01117","D089","H02","OnTime",23.28,4,3.45,11.6,"Parcel",59.12,"Airport","EAST","High","App",6
"DL00868","O00452","D104","H04","Failed",6.57,1,3.69,18.09,"Passenger",56.63,"CENTRAL","CENTRAL","Medium","Phone",2
"DL00869","O00038","D118","H05","OnTime",9.15,2,5,10.32,"Retail",168.48,"Riverside","EAST","Medium","Phone",2
"DL00870","O00650","D078","H03","OnTime",24.94,2,3.8,14.11,"Parcel",39.65,"RiverSide","AIRPORT","Low","App",6
"DL00871","O00715","D037","H01","OnTime",9.43,0,4.03,16.6,"Medical",125.92,"RiverSide","NORTH","Critical","App",6
"DL00872","O00144","D120","H03","Delayed",15.53,1,3.54,11.71,"Business",288.86,"Riverside","Central","High","App",4
"DL00873","O00401","D049","H07","OnTime",10.68,0,3.77,10.34,"Medical",28.61,"East","Airport","Low","Web",24
"DL00874","O01012","D006","H02","Delayed",10.15,0,2.81,12.54,"Retail",99.1,"Riverside","Ctr","Critical","App",1
"DL00875","O00189","D018","H06","OnTime",11.7,0,4.44,11.84,"Parcel",14.46,"North","north","Low","App",4
"DL00876","O00609","D161","H04","OnTime",5.01,0,4.72,14.22,"Parcel",71.86,"East","EAST","Low","App",12
"DL00877","O01193","D061","H04","OnTime",4.93,0,4.08,10.71,"Medical",11.71,"EAST","CENTRAL","Medium","API",6
"DL00878","O00629","D164","H06","OnTime",5.77,0,4.7,10.43,"Retail",55.3,"Riverside","SOUTH","Low","App",6
"DL00879","O00139","D033","H02","Delayed",9.42,1,3.94,10.97,"Retail",4.22,"WEST","AIRPORT","High","Web",2
"DL00880","O00273","D047","H04","OnTime",7.39,0,4.49,9.91,"Retail",16.14,"Central","WEST","Medium","App",24
"DL00881","O00632","D127","H01","Delayed",12.77,5,3.32,11.86,"Passenger",33.21,"Central","Central","High","Web",1
"DL00882","O01151","D039","H03","OnTime",3.86,0,4.76,7.4,"Retail",94.09,"South","north","Medium","App",12
"DL00883","O00917","D101","H02","Delayed",11.42,0,2.31,14.58,"Retail",30.8,"Ctr","CENTRAL","Low",NA,6
"DL00884","O00407","D056","H01","OnTime",12.58,1,4.81,14.99,"Medical",189.02,"WEST","Ctr","High","Web",12
"DL00885","O00675","D126","H06","OnTime",15.92,0,4.37,16.87,"Business",47.44,"Riverside","NORTH","Low","App",24
"DL00886","O00968","D050","H02","Delayed",1.2,2,3.45,10.2,"Business",76.41,"South","Central","Medium","App",12
"DL00887","O00577","D155","H02","OnTime",29.9,0,4.18,18.94,"Parcel",16.62,"Airport","East","High","Phone",2
"DL00888","O01129","D055","H07","Failed",11.78,2,3.61,7.64,"Medical",139.29,"NORTH","Airport","Low","App",6
"DL00889","O01172","D105","H08","Failed",7.09,0,4.37,11.81,"Medical",111.98,"North","RiverSide","Medium","Phone",4
"DL00890","O00384","D103","H03","Delayed",9.61,0,3.51,9.44,"Medical",12.58,"Ctr","Central","Low","Web",4
"DL00891","O00963","D013","H07","OnTime",9.94,0,4.61,14.44,"Medical",30.53,"north","East","Medium","API",24
"DL00892","O00392","D163","H07","OnTime",9.31,1,4.42,14.7,"Retail",73.04,"EAST","Riverside","Medium","App",6
"DL00893","O00981","D062","H05","Delayed",25.18,1,4.52,10.11,"Medical",107.45,"AIRPORT","Riverside","High","App",24
"DL00894","O00724","D094","H06","Delayed",25.57,0,2.58,20.64,"Passenger",98.05,"Airport","NORTH","Low","App",4
"DL00895","O01157","D068","H07","OnTime",17.68,1,4.43,9.26,"Parcel",123.37,"Riverside","East","High","Web",1
"DL00896","O00177","D042","H06","OnTime",11.26,1,4.39,12.49,"Passenger",109.36,"North","WEST","Low","Web",6
"DL00897","O00672","D084","H07","OnTime",33.64,2,4.06,29.43,"Retail",20.28,"AIRPORT","RiverSide","High","Web",24
"DL00898","O00283","D088","H07","Delayed",10.44,3,3.85,17.21,"Business",177.07,"north","WEST","Medium","App",6
"DL00899","O00549","D129","H08","OnTime",5.78,2,3.72,9.14,"Business",86.89,"EAST","West","Medium","Phone",6
"DL00900","O00199","D039","H07","OnTime",12.4,0,5,8.44,"Retail",62.65,"NORTH","north","High",NA,12
"DL00901","O00730","D099","H05","OnTime",13.94,1,3.7,13.05,"Retail",112.07,"EAST","East","High","API",1
"DL00902","O00018","D015","H06","OnTime",17.27,0,5,12.37,"Passenger",121.11,"NORTH","Riverside","High","Phone",6
"DL00903","O00130","D130","H03","OnTime",19.22,4,3.42,14.82,"Passenger",77.97,"Central","Airport","Medium","App",6
"DL00904","O01102","D160","H04","OnTime",32.81,0,4.79,16.84,"Passenger",81.39,"Airport","WEST","Medium","API",4
"DL00905","O01020","D028","H04","Delayed",30.71,1,3.81,18.26,"Retail",77.64,"Airport","South","High","App",2
"DL00906","O01229","D168","H08","Failed",18.6,1,2.35,16.73,"Passenger",84.74,"EAST","Riverside","Medium","Phone",1
"DL00907","O00884","D096","H08","OnTime",3.96,0,3.59,16.11,"Parcel",16.66,"Central","West","Medium","Web",6
